# created unknown date
# FLOPS-derived aircraft input deck converted from N3CC_generic_low_speed_polars_FLOPSinp.txt

# Input Values
aircraft:air_conditioning:mass_scaler,0.98094,unitless
aircraft:anti_icing:mass_scaler,0.53202,unitless
aircraft:apu:mass_scaler,1.02321,unitless
aircraft:avionics:mass_scaler,1.123226,unitless
aircraft:canard:laminar_flow_lower,0,unitless
aircraft:canard:laminar_flow_upper,0,unitless
aircraft:canard:mass_scaler,1,unitless
aircraft:crew_and_payload:baggage_mass_per_passenger,35,lbm
aircraft:crew_and_payload:cargo_container_mass_scaler,0,unitless
aircraft:crew_and_payload:design:num_business_class,20,unitless
aircraft:crew_and_payload:design:num_first_class,16,unitless
aircraft:crew_and_payload:design:num_passengers,154,unitless
aircraft:crew_and_payload:design:num_tourist_class,118,unitless
aircraft:crew_and_payload:flight_crew_mass_scaler,1,unitless
aircraft:crew_and_payload:mass_per_passenger,165,lbm
aircraft:crew_and_payload:misc_cargo,0,lbm
aircraft:crew_and_payload:non_flight_crew_mass_scaler,1,unitless
aircraft:crew_and_payload:num_business_class,20,unitless
aircraft:crew_and_payload:num_first_class,16,unitless
aircraft:crew_and_payload:num_passengers,154,unitless
aircraft:crew_and_payload:num_tourist_class,118,unitless
aircraft:crew_and_payload:passenger_service_mass_scaler,1,unitless
aircraft:crew_and_payload:wing_cargo,0,lbm
aircraft:design:base_area,0,ft**2
aircraft:design:empty_mass_margin_scaler,0.01498,unitless
aircraft:design:landing_to_takeoff_mass_ratio,0.84,unitless
aircraft:design:lift_dependent_drag_coeff_factor,0.93,unitless
aircraft:design:subsonic_drag_coeff_factor,0.95,unitless
aircraft:design:supersonic_drag_coeff_factor,1,unitless
aircraft:design:touchdown_mass,108976.4,lbm
aircraft:design:use_alt_mass,False,unitless
aircraft:design:zero_lift_drag_coeff_factor,0.96,unitless
aircraft:electrical:mass_scaler,1.1976,unitless
aircraft:engine:data_file,models/engines/turbofan_22k.csv,unitless
aircraft:engine:additional_mass_fraction,0,unitless
aircraft:engine:constant_fuel_consumption,0,lbm/h
aircraft:engine:flight_idle_max_fraction,1,unitless
aircraft:engine:flight_idle_min_fraction,0.08,unitless
aircraft:engine:flight_idle_thrust_fraction,0,unitless
aircraft:engine:fuel_flow_scaler_constant_term,0,unitless
aircraft:engine:fuel_flow_scaler_linear_term,1,unitless
aircraft:engine:generate_flight_idle,True,unitless
aircraft:engine:geopotential_alt,False,unitless
aircraft:engine:ignore_negative_thrust,False,unitless
aircraft:engine:mass_scaler,1.15,unitless
aircraft:engine:num_engines,2,unitless
aircraft:engine:num_fuselage_engines,0,unitless
aircraft:engine:num_wing_engines,2,unitless
aircraft:engine:reference_mass,6293.8,lbm
aircraft:engine:reference_sls_thrust,22200.5,lbf
aircraft:engine:scale_factor,0.99997747798473,unitless
aircraft:engine:scale_mass,True,unitless
aircraft:engine:scaled_sls_thrust,22200,lbf
aircraft:engine:subsonic_fuel_flow_scaler,1,unitless
aircraft:engine:supersonic_fuel_flow_scaler,1,unitless
aircraft:engine:wing_locations,0.289682918,unitless
aircraft:fins:area,0,ft**2
aircraft:fins:mass_scaler,1,unitless
aircraft:fins:num_fins,0,unitless
aircraft:fins:taper_ratio,-10,unitless
aircraft:fuel:auxiliary_fuel_capacity,0,lbm
aircraft:fuel:capacity_factor,25.903,unitless
aircraft:fuel:density_ratio,1,unitless
aircraft:fuel:fuel_system_mass_scaler,0.93202,unitless
aircraft:fuel:fuselage_fuel_capacity,0,lbm
aircraft:fuel:num_tanks,7,unitless
aircraft:fuel:total_capacity,33136.4,lbm
aircraft:fuel:unusable_fuel_mass_scaler,1,unitless
aircraft:fuel:wing_fuel_capacity,33136.4,lbm
aircraft:furnishings:mass_scaler,0.81859,unitless
aircraft:fuselage:laminar_flow_lower,0,unitless
aircraft:fuselage:laminar_flow_upper,0,unitless
aircraft:fuselage:length,125,ft
aircraft:fuselage:mass_scaler,0.69981,unitless
aircraft:fuselage:max_height,13,ft
aircraft:fuselage:max_width,12.3,ft
aircraft:fuselage:military_cargo_floor,False,unitless
aircraft:fuselage:num_fuselages,1,unitless
aircraft:fuselage:passenger_compartment_length,97.5,ft
aircraft:fuselage:wetted_area,4235.082096,ft**2
aircraft:horizontal_tail:area,349.522730527158,ft**2
aircraft:horizontal_tail:aspect_ratio,5.22699386503068,unitless
aircraft:horizontal_tail:laminar_flow_lower,0,unitless
aircraft:horizontal_tail:laminar_flow_upper,29,unitless
aircraft:horizontal_tail:mass_scaler,1.42225,unitless
aircraft:horizontal_tail:sweep,30.5853213018973,deg
aircraft:horizontal_tail:taper_ratio,0.2734375,unitless
aircraft:horizontal_tail:thickness_to_chord,0.115,unitless
aircraft:horizontal_tail:vertical_tail_fraction,0,unitless
aircraft:horizontal_tail:wetted_area,576.571192,ft**2
aircraft:horizontal_tail:wetted_area_scaler,1,unitless
aircraft:hydraulics:mass_scaler,0.95543,unitless
aircraft:hydraulics:system_pressure,5000,psi
aircraft:instruments:mass_scaler,1.66955,unitless
aircraft:landing_gear:drag_coefficient,0.024,unitless
aircraft:landing_gear:main_gear_mass_scaler,0.8846,unitless
aircraft:landing_gear:main_gear_oleo_length,106.94,inch
aircraft:landing_gear:nose_gear_mass_scaler,0.8846,unitless
aircraft:landing_gear:nose_gear_oleo_length,74.86,inch
aircraft:nacelle:avg_diameter,7.2,ft
aircraft:nacelle:avg_length,35,ft
aircraft:nacelle:laminar_flow_lower,0,unitless
aircraft:nacelle:laminar_flow_upper,0,unitless
aircraft:nacelle:mass_scaler,0,unitless
aircraft:nacelle:total_wetted_area,488.936564,ft**2
aircraft:nacelle:wetted_area,244.468282,ft**2
aircraft:nacelle:wetted_area_scaler,1,unitless
aircraft:paint:mass_per_unit_area,0,lbm/ft**2
aircraft:propulsion:engine_oil_mass_scaler,1,unitless
aircraft:propulsion:misc_mass_scaler,1,unitless
aircraft:propulsion:total_engine_controls_mass,0,lbm
aircraft:propulsion:total_starter_mass,0,lbm
aircraft:vertical_tail:area,227.184358191707,ft**2
aircraft:vertical_tail:aspect_ratio,1.77777777777778,unitless
aircraft:vertical_tail:laminar_flow_lower,29,unitless
aircraft:vertical_tail:laminar_flow_upper,29,unitless
aircraft:vertical_tail:mass_scaler,1.42225,unitless
aircraft:vertical_tail:num_tails,1,unitless
aircraft:vertical_tail:sweep,39.735053245438,deg
aircraft:vertical_tail:taper_ratio,0.25,unitless
